Single capacitor:
60  (x1)
Up to 9 capacitors:
20/3 = 6.66667  (x9)
15/2 = 7.5  (x8)
8  (x9)
60/7 = 8.57143  (x7)
9  (x9)
120/13 = 9.23077  (x8)
180/19 = 9.47368  (x9)
10  (x6)
10  (x9)
240/23 = 10.4348  (x9)
180/17 = 10.5882  (x8)
75/7 = 10.7143  (x9)
120/11 = 10.9091  (x7)
100/9 = 11.1111  (x9)
45/4 = 11.25  (x8)
80/7 = 11.4286  (x9)
150/13 = 11.5385  (x9)
360/31 = 11.6129  (x9)
12  (x5)
12  (x8)
210/17 = 12.3529  (x9)
360/29 = 12.4138  (x9)
25/2 = 12.5  (x9)
240/19 = 12.6316  (x8)
140/11 = 12.7273  (x9)
90/7 = 12.8571  (x7)
480/37 = 12.973  (x9)
300/23 = 13.0435  (x8)
105/8 = 13.125  (x9)
40/3 = 13.3333  (x6)
40/3 = 13.3333  (x9)
420/31 = 13.5484  (x9)
150/11 = 13.6364  (x8)
96/7 = 13.7143  (x9)
180/13 = 13.8462  (x7)
180/13 = 13.8462  (x9)
14  (x9)
240/17 = 14.1176  (x8)
240/17 = 14.1176  (x9)
100/7 = 14.2857  (x8)
100/7 = 14.2857  (x9)
72/5 = 14.4  (x8)
540/37 = 14.5946  (x9)
600/41 = 14.6341  (x9)
15  (x4)
15  (x7)
15  (x9)
660/43 = 15.3488  (x9)
200/13 = 15.3846  (x9)
140/9 = 15.5556  (x8)
360/23 = 15.6522  (x8)
360/23 = 15.6522  (x9)
300/19 = 15.7895  (x8)
300/19 = 15.7895  (x9)
270/17 = 15.8824  (x9)
16  (x7)
16  (x9)
660/41 = 16.0976  (x9)
210/13 = 16.1538  (x8)
210/13 = 16.1538  (x9)
600/37 = 16.2162  (x9)
180/11 = 16.3636  (x6)
180/11 = 16.3636  (x9)
33/2 = 16.5  (x9)
480/29 = 16.5517  (x8)
780/47 = 16.5957  (x9)
50/3 = 16.6667  (x7)
720/43 = 16.7442  (x9)
84/5 = 16.8  (x8)
135/8 = 16.875  (x9)
220/13 = 16.9231  (x9)
390/23 = 16.9565  (x9)
120/7 = 17.1429  (x5)
120/7 = 17.1429  (x8)
52/3 = 17.3333  (x9)
330/19 = 17.3684  (x9)
540/31 = 17.4194  (x9)
35/2 = 17.5  (x8)
35/2 = 17.5  (x9)
720/41 = 17.561  (x9)
300/17 = 17.6471  (x7)
195/11 = 17.7273  (x9)
160/9 = 17.7778  (x8)
660/37 = 17.8378  (x9)
840/47 = 17.8723  (x9)
18  (x6)
